0;5;2.8600000000000003
0;7;1.8000000000000007
0;8;4.03
0;13;2.5700000000000003
0;15;2.5199999999999996
0;16;2.7199999999999998
0;17;3.25
0;18;2.8600000000000003
0;19;3.1100000000000003
0;20;4.27
0;27;17.86
0;29;4.47
0;31;18.59
0;32;16.5
0;35;18.060000000000002
0;36;2.09
0;43;2.96
0;50;17.57
0;53;15.58
0;54;3.1100000000000003
0;55;1.6500000000000004
0;65;15.34
0;67;1.17
0;69;15.969999999999999
0;98;2.1399999999999997
1;5;16.259999999999998
1;7;5.1
1;8;0.5800000000000001
1;13;10.19
1;15;5.0
1;16;1.5
1;17;9.85
1;18;14.469999999999999
1;19;4.17
1;20;6.12
1;21;6.890000000000001
1;27;6.9399999999999995
1;29;15.34
1;31;14.9
1;32;10.15
1;35;2.38
1;36;14.76
1;39;12.620000000000001
1;42;9.56
1;46;14.08
1;49;16.6
1;50;8.5
1;53;15.05
1;54;9.08
1;62;10.0
1;64;5.0
1;65;14.809999999999999
1;66;12.52
1;68;9.51
1;69;10.05
1;95;14.129999999999999
1;97;15.34
2;5;16.990000000000002
2;7;12.72
2;8;2.91
2;13;5.92
2;15;6.02
2;16;8.64
2;17;12.72
2;18;5.49
2;19;6.46
2;20;2.4800000000000004
2;27;14.08
2;29;18.689999999999998
2;32;13.25
2;35;18.740000000000002
2;36;11.5
2;50;13.45
2;53;0.7799999999999994
2;55;15.68
2;61;0.4399999999999995
2;62;0.5299999999999994
2;65;5.15
2;66;0.39000000000000057
2;68;9.42
2;69;0.2400000000000002
2;71;7.04
2;79;14.08
2;86;14.85
2;88;12.43
3;5;4.76
3;7;5.87
3;8;6.75
3;13;14.370000000000001
3;15;4.37
3;16;8.2
3;17;9.51
3;18;7.48
3;19;6.02
3;20;4.37
3;27;12.57
3;29;10.73
3;32;8.59
3;36;8.3
3;38;11.02
3;40;11.36
3;41;4.37
3;45;10.24
3;50;10.68
3;53;10.78
3;62;8.93
3;68;9.76
3;90;8.64
4;5;10.05
4;7;18.5
4;8;0.28999999999999915
4;11;15.24
4;13;0.15000000000000036
4;15;12.77
4;16;0.28999999999999915
4;17;13.64
4;18;0.39000000000000057
4;19;1.2599999999999998
4;20;12.379999999999999
4;21;16.89
4;27;17.57
4;29;16.990000000000002
4;31;17.33
4;32;11.5
4;35;16.17
4;36;17.14
4;48;13.69
4;49;16.6
4;50;17.57
4;52;13.25
4;53;8.98
4;54;1.2599999999999998
4;56;17.72
4;61;17.33
4;62;18.16
4;65;16.7
4;66;18.5
4;68;18.45
4;69;18.3
4;75;7.52
4;91;12.77
4;95;0.4399999999999995
4;99;18.93
5;5;13.2
5;7;13.54
5;8;4.37
5;13;3.59
5;15;11.21
5;16;11.21
5;17;14.85
5;18;11.99
5;19;9.61
5;20;2.1799999999999997
5;26;12.52
5;28;3.01
5;29;15.190000000000001
5;35;15.190000000000001
5;36;14.61
5;42;12.09
5;47;14.469999999999999
5;48;5.78
5;50;15.29
5;53;14.51
5;62;13.59
5;66;10.68
5;83;14.809999999999999
5;85;13.64
6;5;0.6300000000000008
6;7;10.83
6;8;0.39000000000000057
6;13;0.4900000000000002
6;15;7.67
6;16;0.5800000000000001
6;17;9.76
6;18;0.8699999999999992
6;19;0.9700000000000006
6;20;0.39000000000000057
6;21;2.5199999999999996
6;27;17.43
6;29;14.71
6;31;10.34
6;32;17.04
6;35;14.08
6;36;18.93
6;45;11.7
6;49;10.24
6;50;14.370000000000001
6;53;12.379999999999999
6;62;10.29
6;65;4.37
6;66;11.7
6;69;18.740000000000002
6;73;9.13
6;90;0.39000000000000057
7;5;9.13
7;7;0.09999999999999964
7;8;17.77
7;13;3.3
7;15;8.11
7;16;3.2
7;17;14.809999999999999
7;18;0.09999999999999964
7;19;0.15000000000000036
7;20;0.1899999999999995
7;21;10.53
7;23;9.71
7;27;16.02
7;29;15.440000000000001
7;31;11.36
7;32;15.629999999999999
7;35;1.0700000000000003
7;36;17.67
7;42;11.41
7;48;16.89
7;49;18.79
7;50;1.6500000000000004
7;53;18.35
7;54;11.75
7;56;9.47
7;62;12.82
7;65;15.92
7;66;10.34
7;69;10.44
7;86;9.08
7;90;0.15000000000000036
7;91;12.14
7;94;5.15
8;5;6.41
8;7;9.37
8;8;7.279999999999999
8;13;17.91
8;15;1.75
8;16;8.59
8;17;12.620000000000001
8;18;8.01
8;19;7.52
8;20;3.9299999999999997
8;27;16.36
8;29;5.83
8;32;11.02
8;35;14.76
8;36;10.19
8;49;9.71
8;50;18.689999999999998
8;55;3.25
8;57;11.84
8;62;9.71
8;63;4.9
8;68;2.38
8;69;14.85
8;71;2.09
8;79;3.54
9;5;2.33
9;7;13.79
9;8;17.91
9;13;16.31
9;15;13.4
9;16;7.96
9;17;14.61
9;18;12.620000000000001
9;19;17.52
9;20;14.95
9;27;11.07
9;32;14.08
9;35;19.130000000000003
9;36;16.21
9;41;14.76
9;47;6.99
9;49;7.77
9;50;18.5
9;68;17.23
9;69;15.39
9;91;13.45
9;94;12.72
10;5;15.68
10;7;17.82
10;8;4.61
10;13;4.03
10;15;9.85
10;16;12.18
10;17;13.64
10;18;6.46
10;19;17.28
10;20;15.58
10;27;18.64
10;29;11.5
10;32;18.59
10;35;4.32
10;36;18.740000000000002
10;46;13.59
10;48;18.93
10;50;15.39
10;62;16.65
10;66;9.66
10;80;11.99
10;82;13.4
10;84;17.33
11;5;17.04
11;7;17.48
11;8;17.48
11;13;5.68
11;15;17.52
11;16;14.559999999999999
11;17;5.97
11;18;12.379999999999999
11;19;1.5
11;20;1.4100000000000001
11;21;13.45
11;26;13.25
11;27;2.4299999999999997
11;28;3.0599999999999996
11;29;16.31
11;31;3.16
11;32;11.6
11;35;12.28
11;36;18.740000000000002
11;40;9.47
11;48;3.88
11;49;4.47
11;50;17.23
11;53;12.96
11;54;6.7
11;56;14.42
11;60;18.11
11;61;13.69
11;62;15.92
11;65;15.34
11;66;16.07
11;68;9.08
11;69;3.88
11;84;4.42
11;87;13.06
12;5;9.13
12;7;7.91
12;8;9.71
12;13;13.54
12;15;6.26
12;16;0.8699999999999992
12;17;10.0
12;18;12.379999999999999
12;19;6.21
12;20;11.41
12;27;0.4900000000000002
12;28;0.1899999999999995
12;29;10.53
12;31;2.4299999999999997
12;32;6.99
12;35;0.7300000000000004
12;36;1.8900000000000006
12;45;11.7
12;48;0.1899999999999995
12;49;0.8699999999999992
12;50;6.12
12;53;9.85
12;54;14.129999999999999
12;56;0.4900000000000002
12;57;5.73
12;58;0.8699999999999992
12;62;10.44
12;66;0.6799999999999997
12;68;5.24
12;69;0.6799999999999997
12;71;1.0700000000000003
13;5;15.39
13;7;18.59
13;8;11.7
13;13;12.86
13;15;0.6799999999999997
13;16;0.6799999999999997
13;17;14.51
13;18;12.91
13;19;11.55
13;20;12.72
13;21;15.780000000000001
13;27;17.04
13;28;15.440000000000001
13;29;18.740000000000002
13;32;13.06
13;35;17.18
13;36;16.5
13;48;16.55
13;49;15.68
13;50;12.379999999999999
13;53;18.79
13;54;12.620000000000001
13;61;11.75
13;62;18.16
13;65;12.72
13;66;12.28
13;68;17.72
13;69;18.740000000000002
13;75;2.1799999999999997
13;91;18.740000000000002
13;95;9.76
14;5;0.8300000000000001
14;7;14.71
14;8;4.76
14;13;5.63
14;15;8.2
14;16;1.4600000000000009
14;17;11.17
14;18;13.45
14;19;15.0
14;20;1.5500000000000007
14;27;7.82
14;29;11.7
14;32;17.82
14;35;10.78
14;36;14.9
14;49;12.57
14;50;13.69
14;53;17.23
14;54;16.02
14;61;9.37
14;62;18.64
14;66;9.13
14;68;16.21
14;69;7.62
14;74;9.47
14;80;6.21
15;5;11.99
15;7;14.76
15;8;7.23
15;13;7.33
15;15;11.02
15;16;5.83
15;17;11.21
15;18;3.45
15;19;3.1100000000000003
15;20;3.1100000000000003
15;27;5.68
15;29;12.14
15;35;4.71
15;36;11.89
15;50;12.82
15;56;6.46
15;75;3.9800000000000004
15;76;3.9800000000000004
15;84;6.41
16;5;11.7
16;7;15.15
16;8;6.21
16;13;2.96
16;15;10.83
16;16;6.46
16;17;8.5
16;18;15.29
16;19;18.54
16;20;11.8
16;36;17.82
16;50;13.83
16;51;18.740000000000002
16;59;1.8000000000000007
16;62;19.27
16;74;18.740000000000002
16;81;5.1
16;92;18.79
17;5;6.9399999999999995
17;7;6.99
17;8;6.8
17;13;0.6300000000000008
17;15;6.55
17;16;5.24
17;17;5.68
17;18;8.4
17;19;6.12
17;20;6.99
17;27;15.15
17;29;10.05
17;31;16.07
17;35;14.76
17;36;9.76
17;50;14.71
17;53;16.21
17;59;10.87
17;65;16.02
17;92;10.0
17;93;6.8
17;95;9.42
18;5;7.48
18;7;13.59
18;8;12.91
18;13;7.33
18;15;0.8699999999999992
18;16;10.68
18;17;12.91
18;18;9.61
18;19;12.57
18;20;12.57
18;21;14.66
18;27;15.870000000000001
18;29;11.6
18;31;14.66
18;32;12.72
18;35;10.05
18;36;15.1
18;40;10.83
18;46;17.18
18;48;13.06
18;49;15.49
18;50;13.79
18;53;17.14
18;54;16.8
18;55;9.76
18;61;15.0
18;62;15.870000000000001
18;66;17.09
18;68;15.969999999999999
18;69;16.65
18;80;7.57
19;5;3.16
19;7;7.82
19;8;6.7
19;13;9.66
19;15;5.15
19;16;1.3599999999999994
19;17;5.83
19;18;3.6399999999999997
19;19;3.74
19;20;5.0
19;21;9.95
19;26;9.47
19;27;18.45
19;29;6.8
19;31;6.6
19;32;17.04
19;35;12.91
19;36;13.45
19;41;17.77
19;42;11.26
19;49;15.0
19;50;13.879999999999999
19;53;14.030000000000001
19;54;13.35
19;56;9.37
19;57;5.1
19;62;8.2
19;65;14.66
19;66;11.8
19;69;7.23
19;79;5.34
19;83;0.7799999999999994
19;91;5.05
20;5;12.72
20;7;15.440000000000001
20;8;9.66
20;13;6.99
20;15;1.8900000000000006
20;16;1.3599999999999994
20;17;11.02
20;18;0.5299999999999994
20;19;18.5
20;20;12.43
20;27;16.12
20;29;14.370000000000001
20;31;11.36
20;32;14.66
20;35;14.08
20;36;11.89
20;40;16.75
20;49;17.86
20;50;17.23
20;53;5.83
20;62;19.17
20;64;14.9
20;80;16.07
21;5;17.43
21;7;17.67
21;8;7.859999999999999
21;13;7.82
21;15;5.0
21;16;0.05000000000000071
21;17;5.97
21;18;14.469999999999999
21;19;17.14
21;20;7.720000000000001
21;21;10.58
21;26;10.63
21;27;7.48
21;28;4.17
21;29;5.73
21;31;7.33
21;32;6.6
21;35;14.61
21;36;14.95
21;47;1.5999999999999996
21;48;4.32
21;49;1.6999999999999993
21;50;10.44
21;53;13.69
21;54;11.36
21;61;1.8399999999999999
21;62;8.879999999999999
21;65;4.81
21;66;6.17
21;68;15.0
21;69;15.629999999999999
21;92;1.5
22;5;10.97
22;7;9.47
22;8;12.48
22;13;10.1
22;15;4.56
22;16;18.3
22;17;11.41
22;18;11.07
22;19;12.43
22;20;19.32
22;21;13.64
22;27;6.17
22;29;19.03
22;32;13.25
22;35;13.54
22;36;10.49
22;49;6.17
22;50;14.370000000000001
22;53;1.0199999999999996
22;55;8.79
22;62;19.369999999999997
22;68;6.99
22;69;6.5
22;77;7.52
22;86;12.91
22;90;9.47
22;96;12.14
23;5;3.79
23;7;4.85
23;8;7.52
23;13;6.99
23;15;10.53
23;16;6.41
23;17;4.47
23;18;0.1899999999999995
23;19;5.15
23;20;4.61
23;27;18.740000000000002
23;29;8.45
23;35;11.55
23;36;3.74
23;38;15.24
23;50;6.3100000000000005
23;53;6.7
23;61;12.18
23;65;0.28999999999999915
23;72;13.3
23;95;3.25
24;5;14.32
24;7;9.66
24;8;13.74
24;13;15.15
24;15;11.99
24;16;13.16
24;17;15.440000000000001
24;18;11.07
24;19;12.91
24;20;6.99
24;32;10.39
24;35;12.96
24;39;13.74
24;46;15.440000000000001
24;50;12.18
24;60;13.16
24;62;13.3
24;66;14.61
24;86;12.18
25;5;8.59
25;7;2.91
25;8;2.7199999999999998
25;13;4.03
25;15;3.45
25;16;1.8900000000000006
25;17;7.43
25;18;2.04
25;19;2.04
25;20;2.09
25;21;12.77
25;26;11.94
25;27;7.48
25;29;15.780000000000001
25;31;6.75
25;32;6.55
25;35;11.94
25;36;13.06
25;42;4.13
25;49;5.0
25;50;3.9299999999999997
25;53;7.38
25;54;8.5
25;56;12.96
25;62;9.27
25;64;2.96
25;65;9.51
25;69;9.03
25;71;3.79
25;76;10.78
25;78;2.5199999999999996
25;81;6.6
26;5;8.16
26;7;8.5
26;8;9.51
26;13;10.24
26;15;5.53
26;16;5.49
26;17;5.92
26;18;6.46
26;19;9.51
26;20;7.279999999999999
26;29;15.1
26;37;13.01
26;46;10.29
26;56;13.01
26;67;0.7300000000000004
26;81;7.77
27;5;9.9
27;7;12.04
27;8;12.57
27;13;12.91
27;15;9.76
27;16;5.44
27;17;12.57
27;18;7.859999999999999
27;19;11.26
27;20;11.6
27;27;0.7300000000000004
27;29;0.9199999999999999
27;31;18.64
27;32;0.7300000000000004
27;35;0.7300000000000004
27;36;0.7300000000000004
27;44;9.56
27;49;0.8699999999999992
27;50;0.6799999999999997
27;53;0.7300000000000004
27;62;6.359999999999999
27;66;10.58
27;68;18.64
27;69;0.7300000000000004
27;79;7.82
27;85;12.09
28;5;5.44
28;7;14.9
28;8;1.1199999999999992
28;13;2.1399999999999997
28;15;14.559999999999999
28;16;2.4800000000000004
28;17;11.75
28;18;13.64
28;19;15.83
28;20;7.52
28;21;16.7
28;26;11.99
28;27;3.6399999999999997
28;28;17.43
28;29;2.5700000000000003
28;31;2.91
28;32;17.48
28;35;18.16
28;36;3.6900000000000004
28;49;8.11
28;50;11.41
28;51;4.08
28;53;15.39
28;54;8.01
28;56;13.98
28;59;13.3
28;61;9.47
28;62;12.23
28;65;2.67
28;66;10.05
28;68;14.76
28;69;16.36
28;71;15.780000000000001
28;89;16.89
28;93;14.219999999999999
29;5;3.25
29;7;2.5199999999999996
29;8;3.25
29;13;3.25
29;15;3.25
29;16;3.25
29;17;3.6399999999999997
29;18;3.25
29;19;17.57
29;20;2.2800000000000002
29;27;17.86
29;29;2.5700000000000003
29;31;17.91
29;32;2.5700000000000003
29;35;17.18
29;36;2.7199999999999998
29;44;2.7199999999999998
29;49;16.6
29;50;17.86
29;53;2.5199999999999996
29;62;15.49
29;65;17.48
29;66;15.49
29;68;3.88
29;69;4.03
29;74;2.7199999999999998
29;89;2.7199999999999998
29;95;2.7199999999999998
30;5;2.1399999999999997
30;7;8.879999999999999
30;8;10.29
30;13;14.32
30;15;14.32
30;16;2.38
30;17;3.3499999999999996
30;18;7.96
30;19;8.3
30;20;6.6
30;29;10.29
30;36;8.93
30;53;12.82
30;62;1.4100000000000001
30;69;6.7
30;74;7.09
30;75;4.08
31;5;0.1899999999999995
31;7;9.27
31;8;13.25
31;13;0.28999999999999915
31;15;0.09999999999999964
31;16;1.1199999999999992
31;17;18.79
31;18;0.6300000000000008
31;19;0.7300000000000004
31;20;6.46
31;27;13.11
31;29;0.28999999999999915
31;35;12.23
31;36;9.56
31;44;5.53
31;47;6.3100000000000005
31;50;11.84
31;53;7.04
31;59;8.69
31;65;7.720000000000001
31;66;3.9800000000000004
31;86;10.05
32;5;6.12
32;7;12.96
32;8;12.86
32;13;10.63
32;15;12.57
32;16;3.1100000000000003
32;17;6.84
32;18;11.94
32;19;4.95
32;20;9.76
32;21;7.77
32;27;8.4
32;29;9.9
32;31;10.63
32;32;5.63
32;35;4.27
32;36;8.59
32;49;4.32
32;50;10.0
32;51;6.3100000000000005
32;53;10.19
32;61;10.78
32;63;3.16
32;66;10.63
32;70;5.44
32;84;7.279999999999999
33;5;12.67
33;7;15.24
33;8;8.16
33;11;15.29
33;13;2.04
33;15;2.33
33;16;8.64
33;17;6.17
33;18;5.39
33;19;5.34
33;20;4.03
33;21;3.2
33;27;13.69
33;29;12.86
33;31;12.96
33;32;12.72
33;35;12.91
33;36;10.24
33;39;4.27
33;47;5.44
33;48;8.35
33;49;14.030000000000001
33;50;13.54
33;53;12.91
33;54;15.49
33;56;10.78
33;61;7.91
33;62;10.34
33;63;6.21
33;65;15.24
33;66;10.39
33;68;13.11
33;69;10.15
33;82;3.5
33;98;5.24
34;5;0.5299999999999994
34;7;16.21
34;8;0.1899999999999995
34;13;0.6300000000000008
34;15;7.38
34;16;0.4900000000000002
34;17;8.01
34;18;16.259999999999998
34;19;10.87
